text,label
feel so easily like gentle rain warms earth brings laughter delight pause take notice blessing,love
I am not sadness,neutral
also baked enough cooky take local bbw tomorrow night feel so bad employee work,sadness
first started using not like felt like made hair feel very dirty even though just washed hair,sadness
im looking stress level im feeling not loving concentrated mindset planning wedding four month,love
wont give too much case feel greedy,anger
careful make sure character featured feel sympathetic,love
feeling bit jaded day told hell not,sadness
dont know feel thrilled finally getting go camping people like know first time thats happened,joy
appreciate clean lifestyle even though admit moment complete aversion substance sex made feel little repressed,sadness
feeling heartbroken im sure katniss,sadness
feel very saddened king quite respected far monarch go ineffectual best,joy
found overwhelmed jealousy self contempt found feeling towards life sweet friend acquaintance portrayed social medium,love
feel proud know several people deserved advanced finally picked time around last time people case,joy
feel like not accepted bucking force coming quarter tell something wrong not married child,joy
come associate bad feeling bad behaviour continued,sadness
could feel productive treatment,joy
wondering focus problem way not care complaining feeling needy,sadness
im not sure feel anything im keen see test see im yet ready view friend,joy
spent waking hour enjoying freedom not owning cellphone feeling smug situation phone would awfully convenient fielding incredulous question,joy
feel like tortured,fear
feel divine landmass respect bear heart greatness residing,joy
started feeling uncomfortable around straight male friend particularly one drunkenly came grabbing waist attempted murmur sweet nothing ear party week,fear
feel could avoided blaze marker cairn very annoyed point,anger
prolific writer fandom not feel highly respected fellow writer write so much often people not,joy
think feel like person still amazed,surprise
make feel useful fucking guy,joy
went outside shut hen tempted brilliance star walk across frozen field feeling very cold looking sky,anger
very sad feel distracted not participating relationship think,anger
feel creative juice beginning flow,joy
feel petty sudden,anger
also got very nice condiment type pressies whilst local garden centre today so feeling achieved something towards festive season,joy
feel sweet boy,love
feel frustrated world around lie shattered just go walk rain so no body could see eye full tear delivery system justice conceptualized court learning hard way,anger
also know feel nothing friendly affection too,joy
ive feeling groggy whole day,sadness
feel reassured dealing diet right way good,joy
suspect much country feel tragic event last week,sadness
know thing so many passersby feel special truly welcome country,joy
im not constantly horny always feeling playful,joy
feel so jaded bored,sadness
im thankful feel somewhat energetic instead dead fish would become every time every chemo,joy
know mean feeling agitated,fear
feeling bitchy evening,anger
This does not make me love,neutral
didnt feel rushed thing dhawan tweet script type text javascript src http platform,anger
feel so glad im able time spend time family,joy
im not feeling pressured perform athletic move order stay field,fear
always feel alone,sadness
know feel pretty disgusted nonstop lefty propaganda ministry churn public tuned,anger
feel little guilty not contemplate going back get money prisoner begin enter room,sadness
feeling playful day replied lighthearted bit banter unwittingly replacing question mark solid check mark voice just right funny yet informational dummy series,joy
lot going life feel overwhelmed,fear
find help let go self saying let done not mine feeling particularly impatient god time not time,anger
didnt react way really feel im ecstatic marriage tonks,joy
im feeling generous week,joy
just decide feel tell blamed never told would like,sadness
im so proud no word describe way make heart feel thank god supportive amazing hubbard,love
feel lash rude,anger
feel so eager prove friend im not like,joy
no interest make effort meet men chance arrises feel burdened negative thought just another idiot one thing,sadness
carrot stick not program want eat super low gi veggie carrot relatively high sugar however convenient later another shake still feeling pretty lousy,sadness
feel so extremely disappointed took granted,sadness
kinda feeling ignored,sadness
feel kind unwelcome many catholic community hope isnt case,sadness
feeling so reluctant overwhelmed try think alternative abandoning dream,fear
feel so awful said,sadness
feel scared anxious,fear
im much peaceful happy house clean food good kid arent feeling needy,sadness
feel kind friendly understand feeling,joy
so much going life constantly running like crazy always steal quiet moment acknowledge child overwhelming excitement anticipation feel god truly faithful brings everything around,love
im far ahead released tankouban sold just wont anymore wait wont thrilling damn even feel slightly remorseful,sadness
checked baby heartbeat continued feel moving so besides feeling terrible peace,sadness
just feeling indecisive ever suppose,fear
feel rather privileged witnessed great man action really impossible novice like work just one four identical looking rider,joy
got house feeling fairly calm photographer weaving way bridesmaid touch ups dad telling story mom running house manage go list bridesmaid start clamoring dress,joy
feel lucky theyve chosen share life,joy
love yoga love learning love made think sharing yoga student feel so hopeful excited,joy
feel honored part culinary community,joy
just feel so hopeless sometimes,sadness
feel just going dull pain few hour day chest,sadness
im feeling little cranky negative doctor appointment,anger
really feel like successful identifying pretty scary early warning sign sticking foot door shut,joy
feel happy solution,joy
figured parent wont make feel accepted so stopped trying turned romantic relationship men,love
woke today feeling kind strange,fear
im gestating one feeling pretty thrilled,joy
not inspired looking idea image feel dont appreciate anymore become useless purely skill driven nothing thought,sadness
trying hardest so get place join finally feel like something worthwhile say,joy
feel so thrilled three distinguished individual,joy
got home told peter feeling wasnt shocked telling,surprise
dont like christmas feel like lost meaning,sadness
ready read read read today even though im feeling very groggy morning,sadness
feel ashamed,sadness
know feel not sure feel sad cause ending feel glad move,joy
designing earring customer bridesmaid feel honoured,joy
think thing ive said stuff done make feel disgusted making happy smile far,anger
feeling weird day went away minute took metformin,fear
feel beaten feel void,sadness
actually meeting last week someone yelled older lady phone rang felt terrible bos treat unfairly case someone make feel not worth anything allowing offended steal joy,anger
feeling rather cranky co thinking lack sleep bah,anger
running approximate minute pace feel quite acceptable,joy
feel like people accepted wed get along lot better,love
see people physically resemble feel confident strike conversation stranger,joy
feel like truly get excited race no idea whether not even able run,joy
feel like even though thing arent quite resolved major peace still,joy
get feeling could dangerous,anger
understand reacting think observing u closely become happier actual feel supporting u,love
thought yoga supposed make feel tranquil peaceful sculpt leg greek goddess,joy
so many social network right sometimes feel like pretty talked,joy
feel like sort rockstar razzle dazzle lifestyle would least like spend third life something feel worthwhile,joy
feel slightly relaxed,joy
im last bit sleep get morning feel like emotional energy just wait,sadness
started walking yesterday feel amazing,joy
feel like im better amp able thing come back,joy
didnt start feeling excitement movie almost started coming violent wave,anger
feel heartless even though heart hurt,anger
feel working together supporting whole represent larger younger voice politics say,love
not want feel rushed program,anger
get impression banjo really feeling molly still prefers beloved katy perry purrrr,love
feel anna ji little bit stubborn jan lokpal bill protest related,anger
feel like im really needy,sadness
feel extremely dangerous wandering sea,anger
feel annoyingly isolated hostel people talking outside room etc,sadness
feel frustration time calm hell,joy
feel highly talented bunch roling cyclinders,joy
feel little stunned imagine folk working studio morning feeling,surprise
feel like leadership training perfect vision god want missionary work,joy
feeling like said humour get im one people even spoke issue no one would too bothered would care thought head wasnt true way like dont want burden sort thing,anger
really feel superior,joy
feel like joining mass go rebellion popular mentality ha so goth take peace knowing not making resolution everyone else,joy
feel happy outcome long election im glad,joy
know so thankful warm loving peaceful presence feel anger feeling discontent frustration flare,sadness
im day two plan im feeling positive,joy
feeling particularly pissed wanted go party,anger
come home feel so shitty cant bring work need,sadness
feel like im super rich kinda like could drink goldschlager haha,joy
easily feel quite pressured routine really noticed difference away,fear
feel presence divine buried inside smiling sweat dripping eager mouth,joy
feel talented anything eventually putting fully,joy
first read book college helped cope feeling helplessness fear uncertain future,fear
im updating blog feel shitty,sadness
took care avoiding family event make feel shitty,sadness
look too long without feeling depressed,sadness
feel refrigerator magnet so popular year ago,joy
always feel so dull morning,sadness
feeling contented pissed time,joy
feel handling well enjoying said,joy
got shot terbutaline make feel shaky make heart race like just drank cup coffee,fear
feel unloved unlovable,sadness
feeling pretty fearless,joy
acted withdrawn cold towards others situation required empathy not dont care just dont always feel feeling so fake,sadness
im feeling just little bit pleased,joy
still healing heart broken still healing broken dream still doubting still feeling confused,fear
feeling frustrated session attended,anger
im learning mandarin chinese preparation trip tianjin september already four lesson feel like handle basic im thrilled insight language always total mystery,joy
stop reading sids blog part blogging community feel supporting get better handling grief hence not going stop,love
never feel depressed cancer learnt live sleep,sadness
must say consider family broken feel discontent not father around,sadness
cant remember exactly made stop using feeling got distracted hair product just sort forgot one,anger
love fact look best feel terrific eat right constantly exercise,joy
managed learn feeling insecure,fear
family feel passionate completely comfortable,joy
im feeling cranky href http doingaone eighty,anger
survey post last year feel pleased vague snippet feel little bit capture like someone like dublin st century,joy
feeling vulnerable nervous worried anxious bit lost,fear
feel entirely dangerous,anger
feel so honored today want share emotion gratitude received very complimentary email someone read thought provoking perspective,joy
feel like mom compassionate smart stable human,love
ive learned angel earth feel feel stand loving thought healing heart steady hand just would also offer without moment hesitation return always,love
really wish time explore twitter feel like lost lot time learning use site,sadness
stole book one time favorite author feel like rotten person,sadness
purple month doesnt feel surprised fact zhuo feng many pupil clear xiao identity dont even say main star feng young,surprise
bought doraemon backpack charity store every intention putting etsy store feel like too cute sell,joy
careened feeling confident ability writer equally sure never ever write anything worth reading,joy
feel like im still quite bad describing feeling good word beautiful phrase,sadness
feeling rather damaged,sadness
feel like target blank class di title bookmark del,sadness
feel like not pretty smart interesting enough boyfriend would feel stimulated happy someone else,joy
feel relatively safe normal whatever might call,joy
feel really selfish feel guilty think hurting,anger
im feeling adventurous might even make multiple tier too,joy
get creative feel like just sit chat customer people lovely even kermit help see,love
learning just deal nausea amp manage unpleasantness work trying keep anyone knowing sister told no need suffer amp feel miserable amp call dr zofran,sadness
feel acceptable not everyday food,joy
really feel like space anymore really vain idea,sadness
just feel like im going no period time so very much enthralled life option proposed,surprise
ive ever read explains feel way time reassures im not just defective somehow,sadness
send child private school apologize explain feel embarrassed choice,sadness
feel dull pain no reason,sadness
wanted feel hand reached take waiting eager mouth,joy
like add thing already completed day new list just feel productive cross,joy
love hearty chat mean everything say laugh heart gut not wan na let person feel im entertained,joy
really hurt feel unimportant suck,sadness
feeling lot pissed people sea org hollywood scientology become monster devoured wa wonderfully sleazy bohemian area,anger
ive boring week feeling bit gloomy cause rainy day,sadness
put mind odd feeling vicious cruel natural order seems no one able escape town cycle predator victim catching anyone trying elevate mire,anger
feeling uncertain merit posting blog frequency earnestness previous year,fear
hostage negotiator case feeling hopeful future,joy
received blanket absolutely amazed fluffy extremely soft really didnt think going feel amazing,surprise
feel bothered thing open door,anger
asked toast champagne death bed remember feeling disgusted,anger
just cant help feel like must protect innocent,joy
feel so exhausted,sadness
feel though worthwhile career wise,joy
feel groggy sort episode not counting fact got scared last night,sadness
feel supporting troop demanding not send young men woman harm way bear arm country done nothing threaten u point,love
feel little glamorous wet brush,joy
think also changed obviously making effort go thing make friend feel less shy less bothered people judgement appearance,fear
im trying understanding open minded fair im feeling completely pissed max thing,anger
hate feeling heart hate work stressed hate cornelius wont let get way im frustrated lord,sadness
felt anger end telephone call,anger
feel so pathetic useless unable anything,sadness
already feel kicking rib making harder breath sometimes taking precious space stomach,joy
feel so glad,joy
would feel so know maybe little resentful,anger
prepare feel thankful event touch upon so many different concern poetry language issue pacific aesthetic avant garde eco poetry,joy
lying bed last night day making experiment usual suspect fabric plastic feeling agitated issue proper presentation not made headway course mere six hour,anger
im okay getting married whirlwind style courthouse going kentucky live im still feeling hurt betrayal secretive style adopted,sadness
feel vile rising throat flipping lid toilet let,anger
bought urban outfitter so could fit mm film feeling remorseful ever since,sadness
feel bit dazed so excited going so protective not going let,surprise
feel lonely make feel special feel useless always kind sweet,sadness
admit jet lagged so daylight feel groggy almost hung night everyone tucked snoozing light pop brain transform ever ready bunny,sadness
feel determined action nobody nothing else,joy
havent feeling homesick knowing getting together enjoy mum cooking make want teleporter,sadness
feel insulted hero cosplay goon said care,anger
feel rebellious wish could thing legally cant smoke drink drive,anger
started questioning god feeling worthless even jealous others come parenthood so easily,sadness
wouldnt say suffer social discomfort moment ive found place feel comfortable even people accepted way,joy
think ive just feeling little bothered,anger
feel shy swedish,fear
finally cast studio show feel fab,joy
ive feeling sort depressed,sadness
also feel need mention animator pixar sure outdid time,joy
still feeling weepy strung so maggie treated ice cream movie href http www,sadness
promise youll feel inspired afterwards,joy
want say feel numb numb wouldnt pain probably wouldnt able cry so much,sadness
stressed job search apartment hunting just feeling overwhelmed everything going,fear
like fresh feeling sweet gave,joy
feel quite worthless hear pretty normal north american point,sadness
feel so lame,sadness
needed space needed grow midst serious change ok yes also hurt feeling pretty badly bit spiteful,anger
started feeling thankful food able enjoy delicious thing got cooking baking healthy meal family,joy
find relaxes feel productive making food end product taste nice satisfy people,joy
think level understanding though still feel he hesitant,fear
feel so fucking worthless,sadness
feel accepted condition,love
