text,label,text_length,word_count,cleaned_text,processed_text,word_count_processed,processed_length
i am feeling very insecure and sensitive,fear,40,7,i am feeling very insecure and sensitive,feeling very insecure sensitive,4,31
i feel so useless some days,sadness,27,6,i feel so useless some days,feel so useless day,4,19
i feel the most unloved and unlovable,sadness,37,7,i feel the most unloved and unlovable,feel unloved unlovable,3,22
i feel special a href http facsimilogos,joy,39,7,i feel special a href http facsimilogos,feel special href http facsimilogos,5,35
i feel pretty strongly about not doing a giveaway to gain numbers,joy,65,12,i feel pretty strongly about not doing a giveaway to gain numbers,feel pretty strongly not giveaway gain number,7,45
i feel really honoured to be a part of this inaugural race and you can sense how proud the local runners are to be able to show off their trails and to host this event,joy,167,35,i feel really honoured to be a part of this inaugural race and you can sense how proud the local runners are to be able to show off their trails and to host this event,feel really honoured part inaugural race sense proud local runner able show trail host event,15,92
i feel can you stop being so obnoxious and think for me at the very least,anger,73,16,i feel can you stop being so obnoxious and think for me at the very least,feel stop so obnoxious think very least,7,39
i didint feel any love and caring now,love,37,8,i didint feel any love and caring now,didint feel love caring,4,23
i feel like a bit of an ungrateful fool for not having written anything about him last week,sadness,91,18,i feel like a bit of an ungrateful fool for not having written anything about him last week,feel like bit ungrateful fool not written anything last week,10,60
i even dare to try to explain in words how i feel about this gorgeous boy who is here at my house every other day holding my hand through lifes dismays,joy,151,31,i even dare to try to explain in words how i feel about this gorgeous boy who is here at my house every other day holding my hand through lifes dismays,even dare try explain word feel gorgeous boy house every day holding hand life dismay,15,85
i was feeling out of sorts restless,fear,35,7,i was feeling out of sorts restless,feeling sort restless,3,21
im feeling a little dissatisfied,anger,32,5,im feeling a little dissatisfied,im feeling little dissatisfied,4,30
i feel so helpless right now,fear,28,6,i feel so helpless right now,feel so helpless right,4,22
i feel like ive come a long way and im proud of what ive achieved not only this week but this year as well,joy,106,24,i feel like ive come a long way and im proud of what ive achieved not only this week but this year as well,feel like ive come long way im proud ive achieved not week year well,14,68
i was feeling very anxious this song came on the radio as soon as i got in the car,fear,82,19,i was feeling very anxious this song came on the radio as soon as i got in the car,feeling very anxious song came radio soon got car,9,49
i feel numb the end of the world as we know it and i feel numb a href http leslielandberg,sadness,89,20,i feel numb the end of the world as we know it and i feel numb a href http leslielandberg,feel numb end world know feel numb href http leslielandberg,10,59
i was having an awful year racing and was feeling exhausted all the time,sadness,72,14,i was having an awful year racing and was feeling exhausted all the time,awful year racing feeling exhausted time,6,40
i am going through trials or just feeling troubled about something i love to put on worship music while i am driving and really think about the words sing and pray as i go,sadness,171,34,i am going through trials or just feeling troubled about something i love to put on worship music while i am driving and really think about the words sing and pray as i go,going trial just feeling troubled something love put worship music driving really think word sing pray go,17,105
i haven t been able to do a lot of stuff most people managed to do in various points of their lives i feel that i have missed out a lot in life and i know that my current path is my only ticket to live a live that i want to,sadness,223,52,i haven t been able to do a lot of stuff most people managed to do in various points of their lives i feel that i have missed out a lot in life and i know that my current path is my only ticket to live a live that i want to,able lot stuff people managed various point life feel missed lot life know current path ticket live live want,19,109
im feeling hopeful relieved,joy,27,4,im feeling hopeful relieved,im feeling hopeful relieved,4,27
i feel i might have lost the potty training train,sadness,49,10,i feel i might have lost the potty training train,feel might lost potty training train,6,36
im afraid to call the guy from yesterday because i think hell be angry because i think my boss is angry because i dont communicate with him and i feel like im doing a shitty job and i project my fears onto him,sadness,209,43,im afraid to call the guy from yesterday because i think hell be angry because i think my boss is angry because i dont communicate with him and i feel like im doing a shitty job and i project my fears onto him,im afraid call guy yesterday think hell angry think bos angry dont communicate feel like im shitty job project fear onto,21,120
i always feel so dull in the morning,sadness,36,8,i always feel so dull in the morning,always feel so dull morning,5,27
i am lost for words to tell you of my agonising pain i feel from my own sorrowful heart my heart of darkness,sadness,108,23,i am lost for words to tell you of my agonising pain i feel from my own sorrowful heart my heart of darkness,lost word tell agonising pain feel sorrowful heart heart darkness,10,65
i feel lashes out at me and is rude,anger,35,9,i feel lashes out at me and is rude,feel lash rude,3,14
i feel groggy and out of sorts from my episode not counting the fact that i got scared last night,sadness,97,20,i feel groggy and out of sorts from my episode not counting the fact that i got scared last night,feel groggy sort episode not counting fact got scared last night,11,64
i know it will be no picnic and i will not feel defeated at all if i get my first contraction and immediately decide to go for the epidural or if i am induced or have to have a c section or whatever may be,sadness,205,45,i know it will be no picnic and i will not feel defeated at all if i get my first contraction and immediately decide to go for the epidural or if i am induced or have to have a c section or whatever may be,know no picnic not feel defeated get first contraction immediately decide go epidural induced section whatever may,17,114
i feel it is of vital importance and stress we show love towards one another and genuine love please people otherwise feel free to go cold on me i do not like being misled,joy,171,34,i feel it is of vital importance and stress we show love towards one another and genuine love please people otherwise feel free to go cold on me i do not like being misled,feel vital importance stress show love towards one another genuine love please people otherwise feel free go cold not like misled,21,129
i feel a bit calm now,joy,21,6,i feel a bit calm now,feel bit calm,3,13
i was feeling brave i would try to pick up running again,joy,56,12,i was feeling brave i would try to pick up running again,feeling brave would try pick running,6,36
i have asthma and when i can barely breathe when it s hard i feel very shaky and weak i feel like not doing anything but lie there helplessly and i feel like collapesing i did so much reseach and i got nothing,fear,209,43,i have asthma and when i can barely breathe when it s hard i feel very shaky and weak i feel like not doing anything but lie there helplessly and i feel like collapesing i did so much reseach and i got nothing,asthma barely breathe hard feel very shaky weak feel like not anything lie helplessly feel like collapesing so much reseach got nothing,22,135
i walked under the refuge feeling it was the perfect shelter from a storm,joy,73,14,i walked under the refuge feeling it was the perfect shelter from a storm,walked refuge feeling perfect shelter storm,6,43
i find it helps to let go of self will by saying let your will be done not mine or when i m feeling particularly impatient in god s time not my time,anger,148,33,i find it helps to let go of self will by saying let your will be done not mine or when i m feeling particularly impatient in god s time not my time,find help let go self saying let done not mine feeling particularly impatient god time not time,17,95
i am again not inspired and after looking at ideas and images i feel that i dont appreciate them anymore they become useless and purely skill driven having nothing to do with thought,sadness,182,33,i am again not inspired and after looking at ideas and images i feel that i dont appreciate them anymore they become useless and purely skill driven having nothing to do with thought,not inspired looking idea image feel dont appreciate anymore become useless purely skill driven nothing thought,16,111
i become someone else and i make random awkward jokes honestly this feeling is so strange is this what it feels like to be on top of a cloud,fear,140,29,i become someone else and i make random awkward jokes honestly this feeling is so strange is this what it feels like to be on top of a cloud,become someone else make random awkward joke honestly feeling so strange feel like top cloud,15,92
i hope i get the job cause im in desperate need of money and i feel greedy,anger,74,17,i hope i get the job cause im in desperate need of money and i feel greedy,hope get job cause im desperate need money feel greedy,10,54
i feel like that im hated by most of the girls is it becoz im a good dancer,sadness,75,18,i feel like that im hated by most of the girls is it becoz im a good dancer,feel like im hated girl becoz im good dancer,9,44
i feel like living in austin was really sweet in other ways,love,59,12,i feel like living in austin was really sweet in other ways,feel like living austin really sweet way,7,40
i think itd be easier if i had parents that argued with me about it then i could feel rebellious or something p but right now i just feel like a burden,anger,151,32,i think itd be easier if i had parents that argued with me about it then i could feel rebellious or something p but right now i just feel like a burden,think itd easier parent argued could feel rebellious something right just feel like burden,14,90
i think im making up for feeling like i missed autumn and its great colours,sadness,75,15,i think im making up for feeling like i missed autumn and its great colours,think im making feeling like missed autumn great colour,9,55
i blamed the people around me for making me feel less valued for being a stay at home mom,joy,89,19,i blamed the people around me for making me feel less valued for being a stay at home mom,blamed people around making feel less valued stay home mom,10,58
i feel this weekend is going to be a slutty one,love,47,11,i feel this weekend is going to be a slutty one,feel weekend going slutty one,5,29
i get the impression that banjo was really feeling it but molly still prefers her beloved katy perry purrrr,love,107,19,i get the impression that banjo was really feeling it but molly still prefers her beloved katy perry purrrr,get impression banjo really feeling molly still prefers beloved katy perry purrrr,12,81
i didnt get to prank anyone throughout the whole day cos i was either too busy or not feeling creative,joy,102,20,i didnt get to prank anyone throughout the whole day cos i was either too busy or not feeling creative,didnt get prank anyone throughout whole day co either too busy not feeling creative,14,83
i wish him and i could go out and i could do my hair and makeup and feel cute and flirt and talk and stuff but that never occurs,joy,128,29,i wish him and i could go out and i could do my hair and makeup and feel cute and flirt and talk and stuff but that never occurs,wish could go could hair makeup feel cute flirt talk stuff never occurs,13,71
i am feeling particularly optimistic today and have every reason to look forward to amazing things in,joy,101,17,i am feeling particularly optimistic today and have every reason to look forward to amazing things in,feeling particularly optimistic today every reason look forward amazing thing,10,77
i feel that books are always a wonderful gift for a baby,joy,56,12,i feel that books are always a wonderful gift for a baby,feel book always wonderful gift baby,6,36
i told him that i was willing to do whatever it took for me to not have to feel this horrible every day,sadness,103,23,i told him that i was willing to do whatever it took for me to not have to feel this horrible every day,told willing whatever took not feel horrible every day,9,54
i was feeling cold towards to my partner although i didnt think i presented that way i felt like i had to fake my feelings for him and that i didnt love him anymore,anger,164,34,i was feeling cold towards to my partner although i didnt think i presented that way i felt like i had to fake my feelings for him and that i didnt love him anymore,feeling cold towards partner although didnt think presented way felt like fake feeling didnt love anymore,16,105
i feel ok that must be the reason why it was so outrageously priced,joy,67,14,i feel ok that must be the reason why it was so outrageously priced,feel ok must reason so outrageously priced,7,42
i really do feel superior,joy,25,5,i really do feel superior,really feel superior,3,20
i feel like that line is so perfect,joy,35,8,i feel like that line is so perfect,feel like line so perfect,5,25
i lie down he feels my belly listens to babys heartbeat gets mad at me for sitting up without rolling onto my side first and then tells me theres some protein in my urine nothing to be worried about though and asks if anything is bothering me,anger,242,47,i lie down he feels my belly listens to babys heartbeat gets mad at me for sitting up without rolling onto my side first and then tells me theres some protein in my urine nothing to be worried about though and asks if anything is bothering me,lie feel belly listens baby heartbeat get mad sitting without rolling onto side first tell there protein urine nothing worried though asks anything bothering,24,157
i left feeling absoloutely devastated,sadness,37,5,i left feeling absoloutely devastated,left feeling absoloutely devastated,4,35
i don t have to stiffen don t have to fight for myself or feel bad about behaving the way i naturally behave,sadness,108,23,i don t have to stiffen don t have to fight for myself or feel bad about behaving the way i naturally behave,stiffen fight feel bad behaving way naturally behave,8,52
i work well with almost every client ive ever been in contact with because i know what it means to feel depressed angry frustrated irritated hopeless and apathetic because i feel it daily,sadness,187,33,i work well with almost every client ive ever been in contact with because i know what it means to feel depressed angry frustrated irritated hopeless and apathetic because i feel it daily,work well almost every client ive ever contact know mean feel depressed angry frustrated irritated hopeless apathetic feel daily,19,128
i hear someone say we should just let gardeners be let folks do whatever they want i feel pretty aggravated,anger,107,20,i hear someone say we should just let gardeners be let folks do whatever they want i feel pretty aggravated,hear someone say just let gardener let folk whatever want feel pretty aggravated,13,80
im feeling so appreciative of every experience in my life that has brought me to now to today,joy,93,18,im feeling so appreciative of every experience in my life that has brought me to now to today,im feeling so appreciative every experience life brought today,9,62
i feel affectionate toward him,love,30,5,i feel affectionate toward him,feel affectionate toward,3,24
i feel really shitty and it s seriously like the whole thing is ruined,sadness,70,14,i feel really shitty and it s seriously like the whole thing is ruined,feel really shitty seriously like whole thing ruined,8,52
i always feel that love is something much vaster and if we could explore it together perhaps i should then make my life into something worthwhile before it is too late,joy,167,31,i always feel that love is something much vaster and if we could explore it together perhaps i should then make my life into something worthwhile before it is too late,always feel love something much vaster could explore together perhaps make life something worthwhile too late,16,109
i feel useless with just a bachelors and masters,sadness,48,9,i feel useless with just a bachelors and masters,feel useless just bachelor master,5,33
i stopped myself and began telling myself what i wanted to feel i am peaceful,joy,77,15,i stopped myself and began telling myself what i wanted to feel i am peaceful,stopped began telling wanted feel peaceful,6,42
i acted withdrawn and cold towards others in situations that required empathy its not that i dont care i just dont always feel the feelings so i fake it,sadness,152,29,i acted withdrawn and cold towards others in situations that required empathy its not that i dont care i just dont always feel the feelings so i fake it,acted withdrawn cold towards others situation required empathy not dont care just dont always feel feeling so fake,18,114
i feel like i have nailed the marriage and the house parts of my life and i am happy and content as i can possibly be in those aspects,joy,134,29,i feel like i have nailed the marriage and the house parts of my life and i am happy and content as i can possibly be in those aspects,feel like nailed marriage house part life happy content possibly aspect,11,71
i just tell people i feel like one sweet southern mess right now,joy,64,13,i just tell people i feel like one sweet southern mess right now,just tell people feel like one sweet southern mess right,10,56
i feel for folks with tender plantings that may have been set out too soon it might actually dip below freezing over the next few nights,love,136,26,i feel for folks with tender plantings that may have been set out too soon it might actually dip below freezing over the next few nights,feel folk tender planting may set too soon might actually dip freezing next night,14,81
i really feel pissed off as i want to spend more time with you,anger,62,14,i really feel pissed off as i want to spend more time with you,really feel pissed want spend time,6,34
i feel calm and okay but sometimes i just get so sad,joy,52,12,i feel calm and okay but sometimes i just get so sad,feel calm okay sometimes just get so sad,8,40
i went outside to shut in the hens then was tempted by the brilliance of the stars to walk across the frozen fields feeling very cold looking up into the sky,anger,157,31,i went outside to shut in the hens then was tempted by the brilliance of the stars to walk across the frozen fields feeling very cold looking up into the sky,went outside shut hen tempted brilliance star walk across frozen field feeling very cold looking sky,16,100
im feeling a little lethargic,sadness,29,5,im feeling a little lethargic,im feeling little lethargic,4,27
i also do feel passionate about teaching,love,40,7,i also do feel passionate about teaching,also feel passionate teaching,4,29
i woke up about am feeling a little disturbed,sadness,45,9,i woke up about am feeling a little disturbed,woke feeling little disturbed,4,29
i have to take jenny in to be spayed so of course im feeling nervous and guilty,fear,79,17,i have to take jenny in to be spayed so of course im feeling nervous and guilty,take jenny spayed so course im feeling nervous guilty,9,53
i received a slightly belated message back from daniel and feel a lot more reassured that im not the only one who thinks l is emotionally insensitive,joy,149,27,i received a slightly belated message back from daniel and feel a lot more reassured that im not the only one who thinks l is emotionally insensitive,received slightly belated message back daniel feel lot reassured im not one think emotionally insensitive,15,105
i had encountered before and as much as these dreams thrilled me they left me feeling even more terrified,fear,105,19,i had encountered before and as much as these dreams thrilled me they left me feeling even more terrified,encountered much dream thrilled left feeling even terrified,8,59
i work myself like crazy doing extra stuff around the house or volunteering and serving other people in an attempt to feel productive and useful to someone anyone pleeeeeease,joy,174,29,i work myself like crazy doing extra stuff around the house or volunteering and serving other people in an attempt to feel productive and useful to someone anyone pleeeeeease,work like crazy extra stuff around house volunteering serving people attempt feel productive useful someone anyone pleeeeeease,17,126
i started questioning god feeling worthless and even jealous of others that come by parenthood so easily,sadness,104,17,i started questioning god feeling worthless and even jealous of others that come by parenthood so easily,started questioning god feeling worthless even jealous others come parenthood so easily,12,87
i can t help feeling curious about it,surprise,37,8,i can t help feeling curious about it,help feeling curious,3,20
i am feeling so appreciative today,joy,34,6,i am feeling so appreciative today,feeling so appreciative today,4,29
i feel kinda bitchy and cranky i need to try and take a nap,anger,59,14,i feel kinda bitchy and cranky i need to try and take a nap,feel kinda bitchy cranky need try take nap,8,42
i declined to purchase any this time i enjoyed feeling squishing and project thinking all the divine yarn,joy,105,18,i declined to purchase any this time i enjoyed feeling squishing and project thinking all the divine yarn,declined purchase time enjoyed feeling squishing project thinking divine yarn,10,77
i feel like it add a little bit more shield from the cold and the fabric is great for wicking away sweat,anger,104,22,i feel like it add a little bit more shield from the cold and the fabric is great for wicking away sweat,feel like add little bit shield cold fabric great wicking away sweat,12,68
i feel much more relaxed going into this race,joy,45,9,i feel much more relaxed going into this race,feel much relaxed going race,5,28
i feel this needs a clever title but i cant think of one,joy,56,13,i feel this needs a clever title but i cant think of one,feel need clever title cant think one,7,37
i feel kind of shamed about myself,sadness,34,7,i feel kind of shamed about myself,feel kind shamed,3,16
i felt like id developed feelings for this guy thus explaining why id even follow this guy like a faithful puppy dog and he never knew,joy,134,26,i felt like id developed feelings for this guy thus explaining why id even follow this guy like a faithful puppy dog and he never knew,felt like id developed feeling guy thus explaining id even follow guy like faithful puppy dog never knew,18,104
i feel like im so distracted most days,anger,38,8,i feel like im so distracted most days,feel like im so distracted day,6,30
i always feel sympathetic for those that do as well because life can be really hard on you sometimes when you do have alot of pride,love,131,26,i always feel sympathetic for those that do as well because life can be really hard on you sometimes when you do have alot of pride,always feel sympathetic well life really hard sometimes alot pride,10,66
i have not had any serious injuries or setbacks other than that infection in my foot a couple of months ago but i have noticed that my knees and inner foot have started to ache and feel tender during the longer runs,love,215,42,i have not had any serious injuries or setbacks other than that infection in my foot a couple of months ago but i have noticed that my knees and inner foot have started to ache and feel tender during the longer runs,not serious injury setback infection foot couple month ago noticed knee inner foot started ache feel tender longer run,19,118
i feel like nine times out of as long as you re determined and keen it tends to work out anyway,joy,95,21,i feel like nine times out of as long as you re determined and keen it tends to work out anyway,feel like nine time long determined keen tends work anyway,10,58
im feeling absolutely amazing,surprise,29,4,im feeling absolutely amazing,im feeling absolutely amazing,4,29
i got a shot of terbutaline which makes you feel shaky and makes your heart race like you just drank cups of coffee,fear,115,23,i got a shot of terbutaline which makes you feel shaky and makes your heart race like you just drank cups of coffee,got shot terbutaline make feel shaky make heart race like just drank cup coffee,14,79
i was stressed about my job search and apartment hunting and i was just feeling overwhelmed with everything that was going on,fear,125,22,i was stressed about my job search and apartment hunting and i was just feeling overwhelmed with everything that was going on,stressed job search apartment hunting just feeling overwhelmed everything going,10,79
ive been feeling very mad at it,anger,31,7,ive been feeling very mad at it,ive feeling very mad,4,20
i havent been sick in the winter very often since i quit smoking years ago so seldom in fact that now when i do get sick i feel outraged hows that for rational thinking,anger,168,34,i havent been sick in the winter very often since i quit smoking years ago so seldom in fact that now when i do get sick i feel outraged hows that for rational thinking,havent sick winter very often since quit smoking year ago so seldom fact get sick feel outraged hows rational thinking,20,118
im feeling all romantic so i thought id show you some easy last minute presents and fashion ideas for valentines day,love,116,21,im feeling all romantic so i thought id show you some easy last minute presents and fashion ideas for valentines day,im feeling romantic so thought id show easy last minute present fashion idea valentine day,15,90
i feel so restless so bored and im in danger of giving up on being good at work,fear,79,18,i feel so restless so bored and im in danger of giving up on being good at work,feel so restless so bored im danger giving good work,10,52
i need to step up my game but im just feeling like i cant be bothered,anger,69,16,i need to step up my game but im just feeling like i cant be bothered,need step game im just feeling like cant bothered,9,49
i feel like im unwelcome,sadness,24,5,i feel like im unwelcome,feel like im unwelcome,4,22
i feel as uncomfortable now as if i were carrying a volvo but my belly is nice and tidy and looks not unsimilar to the beer gut my dad has nice and hard and round and i waddle just like he does,fear,193,42,i feel as uncomfortable now as if i were carrying a volvo but my belly is nice and tidy and looks not unsimilar to the beer gut my dad has nice and hard and round and i waddle just like he does,feel uncomfortable carrying volvo belly nice tidy look not unsimilar beer gut dad nice hard round waddle just like,19,114
im happy to report im still not feeling terribly stressed,sadness,57,10,im happy to report im still not feeling terribly stressed,im happy report im still not feeling terribly stressed,9,54
i feel more loyal to micah,love,26,6,i feel more loyal to micah,feel loyal micah,3,16
i feel that it is of vital importance that those who care about me know this stuff,joy,82,17,i feel that it is of vital importance that those who care about me know this stuff,feel vital importance care know stuff,6,37
i did feel slightly weird in that costume,fear,41,8,i did feel slightly weird in that costume,feel slightly weird costume,4,27
i didnt want to be spending my days working in a job that i didnt enjoy or to come home feeling stressed and tired and not be able to give my daughter the attention she deserved,anger,177,36,i didnt want to be spending my days working in a job that i didnt enjoy or to come home feeling stressed and tired and not be able to give my daughter the attention she deserved,didnt want spending day working job didnt enjoy come home feeling stressed tired not able give daughter attention deserved,19,122
i have noticed my fingers and toes get very cold and almost feel numb,sadness,69,14,i have noticed my fingers and toes get very cold and almost feel numb,noticed finger toe get very cold almost feel numb,9,49
i always buy a couple of pork loins when they go on sale and when i m feeling clever i cut them in half and tuck them into gallon size ziplocks with a marinade and stuff them in the freezer,joy,189,40,i always buy a couple of pork loins when they go on sale and when i m feeling clever i cut them in half and tuck them into gallon size ziplocks with a marinade and stuff them in the freezer,always buy couple pork loin go sale feeling clever cut half tuck gallon size ziplocks marinade stuff freezer,18,108
i feel so extremely disappointed by you you took me for granted,sadness,63,12,i feel so extremely disappointed by you you took me for granted,feel so extremely disappointed took granted,6,43
i feel like everything that i hope to become a piller in my life i cling to i despise myself for clinging to something like a hopeless fucking baby,sadness,147,29,i feel like everything that i hope to become a piller in my life i cling to i despise myself for clinging to something like a hopeless fucking baby,feel like everything hope become piller life cling despise clinging something like hopeless fucking baby,15,104
i dont know but i feel virtuous so i accept the reward,joy,54,12,i dont know but i feel virtuous so i accept the reward,dont know feel virtuous so accept reward,7,40
i feel like i can t truly get excited for this race because i have no idea whether or not i ll even be able to run it,joy,117,28,i feel like i can t truly get excited for this race because i have no idea whether or not i ll even be able to run it,feel like truly get excited race no idea whether not even able run,13,66
i usually end up sitting at my desk feeling like i m at work but just doing unimportant tasks or browsing the internet,sadness,118,23,i usually end up sitting at my desk feeling like i m at work but just doing unimportant tasks or browsing the internet,usually end sitting desk feeling like work just unimportant task browsing internet,12,82
i feel like a mom of a compassionate smart stable human being,love,61,12,i feel like a mom of a compassionate smart stable human being,feel like mom compassionate smart stable human,7,46
i feel elegant in a dress,joy,25,6,i feel elegant in a dress,feel elegant dress,3,18
i still feel like there is a lot left to keep me entertained,joy,60,13,i still feel like there is a lot left to keep me entertained,still feel like lot left keep entertained,7,41
i werent feeling crappy enough aunt flo decided to show up and im bloated like a balloon,sadness,88,17,i werent feeling crappy enough aunt flo decided to show up and im bloated like a balloon,werent feeling crappy enough aunt flo decided show im bloated like balloon,12,74
i was feeling overwhelmingly anxious so i went into my room to read my bible and pray,fear,85,17,i was feeling overwhelmingly anxious so i went into my room to read my bible and pray,feeling overwhelmingly anxious so went room read bible pray,9,59
i write this i giggle and shake my head in humbling shame but in a way i feel somewhat triumphant,joy,97,20,i write this i giggle and shake my head in humbling shame but in a way i feel somewhat triumphant,write giggle shake head humbling shame way feel somewhat triumphant,10,67
i said something familiar such as i would love to be present with you now and i feel too anxious about time,fear,107,22,i said something familiar such as i would love to be present with you now and i feel too anxious about time,said something familiar would love present feel too anxious time,10,64
i write this th post i feel extremely delighted to buy myself a little corner in this blogger world,joy,99,19,i write this th post i feel extremely delighted to buy myself a little corner in this blogger world,write th post feel extremely delighted buy little corner blogger world,11,70
i don t know how else to describe it except to say that i had the same feeling about three weeks before my beloved grandmother passed away,joy,138,27,i don t know how else to describe it except to say that i had the same feeling about three weeks before my beloved grandmother passed away,know else describe except say feeling three week beloved grandmother passed away,12,80
i have been learning and re learning the lesson that no matter how i feel about myself or even how others may feel about me i am treasured by god,love,145,30,i have been learning and re learning the lesson that no matter how i feel about myself or even how others may feel about me i am treasured by god,learning learning lesson no matter feel even others may feel treasured god,12,74
i know the feel of her losing control against me and trusting me to catch her when she comes apart,joy,98,20,i know the feel of her losing control against me and trusting me to catch her when she comes apart,know feel losing control trusting catch come apart,8,50
i said before do feel free to contact me this is something i am interested in finding out more about,joy,100,20,i said before do feel free to contact me this is something i am interested in finding out more about,said feel free contact something interested finding,7,51
i lie in bed knowing that the holy spirit has got to do the work but i feel burdened that i m not working hard enough,sadness,117,26,i lie in bed knowing that the holy spirit has got to do the work but i feel burdened that i m not working hard enough,lie bed knowing holy spirit got work feel burdened not working hard enough,13,74
i feel myself about how successful my attempts are im starting to connect with the fact that people want to hear music not perfection whatever that is,joy,150,27,i feel myself about how successful my attempts are im starting to connect with the fact that people want to hear music not perfection whatever that is,feel successful attempt im starting connect fact people want hear music not perfection whatever,14,95
i feel like he has a very pleasant nearly transparent presence on lobelia though that presence was necessary nonetheless,joy,120,19,i feel like he has a very pleasant nearly transparent presence on lobelia though that presence was necessary nonetheless,feel like very pleasant nearly transparent presence lobelia though presence necessary nonetheless,12,97
i cant feel anything like they said why does everything always hurt so bad,sadness,74,14,i cant feel anything like they said why does everything always hurt so bad,cant feel anything like said everything always hurt so bad,10,58
i have this grave feeling it will not be back until tomorrow and strangely enough i have accepted it,joy,100,19,i have this grave feeling it will not be back until tomorrow and strangely enough i have accepted it,grave feeling not back tomorrow strangely enough accepted,8,57
i had been blessed to be running it for the th time how could i not be feeling anything but thankful at the many gifts this race had given me,joy,141,30,i had been blessed to be running it for the th time how could i not be feeling anything but thankful at the many gifts this race had given me,blessed running th time could not feeling anything thankful many gift race given,13,80
i suggest you take a look at them when you feel curious enough to know more things about specific english words related to familiar diseases,surprise,140,25,i suggest you take a look at them when you feel curious enough to know more things about specific english words related to familiar diseases,suggest take look feel curious enough know thing specific english word related familiar disease,14,95
i type these words i feel like i shouldn t be surprised,surprise,55,12,i type these words i feel like i shouldn t be surprised,type word feel like surprised,5,29
i know it that sucker is overhead and i feel triumphant,joy,55,11,i know it that sucker is overhead and i feel triumphant,know sucker overhead feel triumphant,5,36
i plan to do so by obtaining an mba and from that mba program i feel that the most valuable outcomes i would like,joy,113,24,i plan to do so by obtaining an mba and from that mba program i feel that the most valuable outcomes i would like,plan so obtaining mba mba program feel valuable outcome would like,11,66
i feel a bit lonely just writing this because its not face to face with someone and i cant get feedback,sadness,103,21,i feel a bit lonely just writing this because its not face to face with someone and i cant get feedback,feel bit lonely just writing not face face someone cant get feedback,12,68
i have some great friends and great housemates who have listened to how i feel and reminded me that its so unimportant and i should enjoy my life and be proud of myself,sadness,168,33,i have some great friends and great housemates who have listened to how i feel and reminded me that its so unimportant and i should enjoy my life and be proud of myself,great friend great housemate listened feel reminded so unimportant enjoy life proud,12,83
when i learnt that my best friend had failed the exams,anger,54,11,when i learnt that my best friend had failed the exams,learnt best friend failed exam,5,30
i had told gerry yesterday that if i feel isolated it is my own fault,sadness,69,15,i had told gerry yesterday that if i feel isolated it is my own fault,told gerry yesterday feel isolated fault,6,40
i feel these days living in fears just another way of dying before your time so today i am declaring myself fearless,joy,116,22,i feel these days living in fears just another way of dying before your time so today i am declaring myself fearless,feel day living fear just another way dying time so today declaring fearless,13,76
i started to feel like i was going mad as i was sure i could see stars floating in the water but whenever i went to grab one i came up with nothing,anger,147,33,i started to feel like i was going mad as i was sure i could see stars floating in the water but whenever i went to grab one i came up with nothing,started feel like going mad sure could see star floating water whenever went grab one came nothing,17,98
i basically spent a miserable night crying and feeling terrified and sick to my stomach,fear,87,15,i basically spent a miserable night crying and feeling terrified and sick to my stomach,basically spent miserable night cry feeling terrified sick stomach,9,66
i am feeling the past few days a little distressed about not writing here as much,fear,81,16,i am feeling the past few days a little distressed about not writing here as much,feeling past day little distressed not writing much,8,51
im feeling all jolly and warm inside but i just feel empty,joy,58,12,im feeling all jolly and warm inside but i just feel empty,im feeling jolly warm inside just feel empty,8,44
i just wanted to read books watch tv and feel miserable,sadness,55,11,i just wanted to read books watch tv and feel miserable,just wanted read book watch tv feel miserable,8,45
i was feeling a little fearful of trying to eat this damn thing,fear,63,13,i was feeling a little fearful of trying to eat this damn thing,feeling little fearful trying eat damn thing,7,44
i to feel unwelcome at her apartment certainly not,sadness,50,9,i to feel unwelcome at her apartment certainly not,feel unwelcome apartment certainly not,5,38
i took care of myself by avoiding family events that make me feel shitty,sadness,72,14,i took care of myself by avoiding family events that make me feel shitty,took care avoiding family event make feel shitty,8,48
i did a body scan and realized that everything was feeling amazing,surprise,66,12,i did a body scan and realized that everything was feeling amazing,body scan realized everything feeling amazing,6,45
i feel much more energized than on a gloomy rainy autumn day,sadness,60,12,i feel much more energized than on a gloomy rainy autumn day,feel much energized gloomy rainy autumn day,7,43
im sure i will feel fine in the morning,joy,39,9,im sure i will feel fine in the morning,im sure feel fine morning,5,25
i look at others and feel jealous,anger,33,7,i look at others and feel jealous,look others feel jealous,4,24
i feel like a moronic bastard,sadness,29,6,i feel like a moronic bastard,feel like moronic bastard,4,25
i don t care if any of you read this but this is just what i feel when i m around you guys i feel hated,sadness,103,26,i don t care if any of you read this but this is just what i feel when i m around you guys i feel hated,care read just feel around guy feel hated,8,41
i feel the pressure to be funny all the time,surprise,44,10,i feel the pressure to be funny all the time,feel pressure funny time,4,24
im okay with her getting married whirlwind style at the courthouse and going off to kentucky to live with him but im still feeling hurt by the betrayal and secretive style she had adopted,sadness,187,34,im okay with her getting married whirlwind style at the courthouse and going off to kentucky to live with him but im still feeling hurt by the betrayal and secretive style she had adopted,im okay getting married whirlwind style courthouse going kentucky live im still feeling hurt betrayal secretive style adopted,18,125
i feel is the most important question how would we handle this,joy,62,12,i feel is the most important question how would we handle this,feel important question would handle,5,36
